iteration, learning_rate         , batch_size, gru_units, dropout            , f1_score          , accuracy          , epochs_run
       46, 0.00713577245419759   ,        146,        81, 0.3253439226972845 , 0.9354094579008074, 0.937984496124031 ,         13
       47, 0.004543611726237508  ,        144,        63, 0.16917582896208241, 0.935243553008596 , 0.9374307862679956,         19
       48, 0.0025513052190113926 ,        135,        82, 0.15124311764871126, 0.9335624284077892, 0.9357696566998892,         24
       49, 0.0037081791487382164 ,         64,        47, 0.4176228487246316 , 0.9420371412492966, 0.9429678848283499,         26
       50, 0.009274006528339948  ,        120,        71, 0.15094361050216762, 0.9322617680826636, 0.9346622369878184,         15
       51, 0.004033335996067659  ,        242,        56, 0.2688147638490684 , 0.9327146171693735, 0.9357696566998892,         21
       52, 0.005394754964775907  ,        112,        67, 0.2545086112396005 , 0.9377410468319559, 0.9374307862679956,         20
       53, 0.0019517087158013088 ,         92,        75, 0.11557507708086479, 0.9286122215876642, 0.9307862679955703,         25
       54, 0.005196731720983675  ,        187,        87, 0.271077334181357  , 0.9340974212034384, 0.9363233665559247,         18
       55, 0.004235135646190424  ,         73,        73, 0.20722096122530723, 0.9335624284077892, 0.9357696566998892,         14
       56, 0.0054861931863392464 ,        200,        70, 0.304643759103655  , 0.9329512893982808, 0.9352159468438538,         18
       57, 0.0033883045607958975 ,         89,        67, 0.21404927356643852, 0.9385222786238014, 0.9396456256921373,         22
       58, 0.0021717757413403497 ,        163,        94, 0.3091266584096277 , 0.9292343387470998, 0.9324473975636767,         17
       59, 0.00414156838810617   ,        110,        61, 0.32718673445188895, 0.9406494960806271, 0.9413067552602437,         22
       60, 0.0036224297153858785 ,        108,        83, 0.3282988818910963 , 0.9316909294512878, 0.9324473975636767,         21
       61, 0.003499513358823     ,        115,        68, 0.2904210857049125 , 0.9246935201401051, 0.9285714285714286,         12
       62, 0.004238987393318037  ,        127,        62, 0.25901347468245933, 0.9295612009237876, 0.9324473975636767,         13
       63, 0.005478176134653959  ,         64,        55, 0.10775282690100534, 0.9326424870466321, 0.9352159468438538,         14
       64, 0.002709123580404539  ,         86,        76, 0.14798765601146996, 0.9383135257498585, 0.9396456256921373,         23
       65, 0.0027684268683026056 ,         86,        66, 0.3179712228967077 , 0.9376053962900506, 0.9385382059800664,         26
       66, 0.004105524972502209  ,         64,        69, 0.25220753191093265, 0.9355019629837352, 0.9363233665559247,         20
       67, 0.004375374622294033  ,        105,        67, 0.2017121459248079 , 0.9425028184892897, 0.9435215946843853,         26
       68, 0.006670481757506054  ,        112,        47, 0.2180142076884286 , 0.935005701254276 , 0.9368770764119602,         14
       69, 0.003265421610651591  ,        188,        61, 0.1516136787680046 , 0.9362662154540327, 0.9374307862679956,         26
       70, 0.003150347131037142  ,        111,        57, 0.23250415047066064, 0.9414414414414415, 0.9424141749723145,         24
       71, 0.004134548465527435  ,         64,        60, 0.23899593092956425, 0.9366799771819737, 0.9385382059800664,         16
       72, 0.004372498058951991  ,         87,        67, 0.17172631071374464, 0.9395138496325608, 0.9407530454042082,         20
       73, 0.0053592037415918685 ,         78,        48, 0.28738985015861046, 0.9346443030653557, 0.9374307862679956,         12
       74, 0.003602914596427311  ,         85,        55, 0.2396775367995396 , 0.9300173510699826, 0.9330011074197121,         15
       75, 0.003406374036198682  ,         77,        52, 0.2513245314391752 , 0.9335624284077892, 0.9357696566998892,         20
       76, 0.0053548381449824885 ,         64,        60, 0.18314867601660448, 0.927400468384075 , 0.9313399778516057,          8
       77, 0.0036092531656725002 ,         80,        57, 0.2576152362180533 , 0.9379624359704041, 0.9396456256921373,         19
       78, 0.0043486947980624    ,         90,        62, 0.28763053666989535, 0.9409761634506243, 0.9424141749723145,         18
       79, 0.0038783739897428372 ,         81,        65, 0.237541154641737  , 0.9399656946826758, 0.9418604651162791,         19
       80, 0.0036283531978196205 ,        101,        56, 0.2929261120312705 , 0.9365256124721604, 0.9368770764119602,         22
       81, 0.003778343765963206  ,         78,        58, 0.2721988455176417 , 0.9411764705882353, 0.9418604651162791,         30
       82, 0.0037185089767664097 ,         64,        61, 0.26708211336933124, 0.9356270810210877, 0.9357696566998892,         21
       83, 0.003951993632269349  ,         73,        59, 0.19368670472734306, 0.9372526851328434, 0.9385382059800664,         19
       84, 0.0038046588895484456 ,        121,        60, 0.23229107128326879, 0.9357589539511085, 0.9374307862679956,         21
       85, 0.0038853382373100465 ,         86,        63, 0.23533974924809883, 0.9347079037800687, 0.9368770764119602,         17
       86, 0.003548793407937382  ,         64,        57, 0.2359923319327416 , 0.9359492210040392, 0.9385382059800664,         14
       87, 0.0036194040143878413 ,         81,        56, 0.23872829930895037, 0.9375351716375915, 0.9385382059800664,         27
       88, 0.00419306435003951   ,         76,        59, 0.23489029154864874, 0.9371032890940566, 0.9396456256921373,         16
       89, 0.003859245213196484  ,         73,        57, 0.19869470994304564, 0.9329512893982808, 0.9352159468438538,         17
       90, 0.004295888979923818  ,         73,        70, 0.2577609300658014 , 0.9327354260089686, 0.9335548172757475,         18
       91, 0.00381350836883662   ,         82,        54, 0.22659492266069978, 0.9429055963821368, 0.9440753045404208,         24
       92, 0.0036808692182980795 ,         64,        58, 0.24627681071828214, 0.9357060849598163, 0.937984496124031 ,         18
       93, 0.004075963330832325  ,        101,        60, 0.23422303380023823, 0.9429055963821368, 0.9440753045404208,         24
       94, 0.003702273159898396  ,         86,        57, 0.23684392129200038, 0.9341801385681293, 0.9368770764119602,         27
       95, 0.004073318682807698  ,         71,        57, 0.24234628081754592, 0.9325084364454443, 0.9335548172757475,         18
       96, 0.0042214181287140865 ,         64,        51, 0.24157039074697306, 0.9314121037463977, 0.9341085271317829,         14
       97, 0.003846836958293767  ,         74,        60, 0.24561834791142376, 0.9318051575931232, 0.9341085271317829,         15
       98, 0.004029931138339393  ,         82,        58, 0.2610055034468361 , 0.9432265317594154, 0.9440753045404208,         27
       99, 0.0037468320538870843 ,         74,        62, 0.2287656722088772 , 0.9410430839002267, 0.9424141749723145,         29
      100, 0.0037204699754590574 ,         81,        55, 0.25003341071590346, 0.9436936936936937, 0.9446290143964563,         25
      101, 0.003942121481543592  ,         88,        58, 0.24842064932099261, 0.9387755102040817, 0.9401993355481728,         20
      102, 0.003942121481543592  ,         88,        58, 0.24842064932099261, 0.9335604770017035, 0.9352159468438538,         17
      103, 0.003942121481543592  ,         88,        58, 0.24842064932099261, 0.9323479249573622, 0.9341085271317829,         19
      104, 0.003942121481543592  ,         88,        58, 0.24842064932099261, 0.9316484778862723, 0.9341085271317829,         16
      105, 0.003942121481543592  ,         88,        58, 0.24842064932099261, 0.9419134396355353, 0.9435215946843853,         20
      106, 0.003942121481543592  ,         88,        58, 0.24842064932099261, 0.9338609383832673, 0.9352159468438538,         20
      107, 0.003942121481543592  ,         88,        58, 0.24842064932099261, 0.9351535836177475, 0.9368770764119602,         22
      108, 0.003942121481543592  ,         88,        58, 0.24842064932099261, 0.9300173510699826, 0.9330011074197121,         17
      109, 0.003942121481543592  ,         88,        58, 0.24842064932099261, 0.930635838150289 , 0.9335548172757475,         16
      110, 0.003942121481543592  ,         88,        58, 0.24842064932099261, 0.9384264538198404, 0.9401993355481728,         22
