epoch,train_accuracy,val_accuracy,train_loss,val_loss
1,0.742009699344635,0.8150609135627747,0.13138335943222046,0.15685905516147614
2,0.8800241947174072,0.7281284332275391,0.08044624328613281,0.1443120688199997
3,0.902784526348114,0.7513842582702637,0.06665138155221939,0.13456882536411285
4,0.9115012288093567,0.7790697813034058,0.060679078102111816,0.11940429359674454
5,0.9152542352676392,0.8433001041412354,0.05768119543790817,0.10209541022777557
6,0.9210653901100159,0.8532668948173523,0.05297934636473656,0.09119576960802078
7,0.9225181341171265,0.8698781728744507,0.051707372069358826,0.08258867263793945
8,0.9248183965682983,0.8837209343910217,0.05018638074398041,0.07539395242929459
9,0.9288135766983032,0.9075304269790649,0.047466058284044266,0.06434804946184158
10,0.9285714030265808,0.9125138521194458,0.04635019972920418,0.060246556997299194
11,0.9295399785041809,0.9269102811813354,0.04661399871110916,0.05004622042179108
12,0.9319612383842468,0.9224806427955627,0.04396627098321915,0.04959835112094879
13,0.9347457885742188,0.9241417646408081,0.04291317239403725,0.04949229583144188
14,0.9374092221260071,0.9252491593360901,0.04060125723481178,0.05160673335194588
15,0.9383777379989624,0.9285714030265808,0.04012349247932434,0.045976463705301285
16,0.9387409090995789,0.930232584476471,0.03971993178129196,0.05073646083474159
17,0.9389830231666565,0.9357696771621704,0.039057787507772446,0.04383913055062294
18,0.9378934502601624,0.935215950012207,0.03849465027451515,0.047756265848875046
19,0.9407990574836731,0.9379844665527344,0.03923643380403519,0.04150012508034706
20,0.9424939751625061,0.936323344707489,0.03731241822242737,0.05132908746600151
21,0.9375302791595459,0.9368770718574524,0.039097994565963745,0.04758486896753311
22,0.9458837509155273,0.9396456480026245,0.03443930298089981,0.04705830663442612
23,0.9460048675537109,0.9424141645431519,0.035004813224077225,0.04327665641903877
24,0.9457626938819885,0.9446290135383606,0.0339253805577755,0.044755883514881134
25,0.9468523263931274,0.9446290135383606,0.03558754548430443,0.045294299721717834
26,0.9473365545272827,0.9424141645431519,0.033653005957603455,0.0477115772664547
