epoch,train_accuracy,val_accuracy,train_loss,val_loss
1,0.7828087210655212,0.8704319000244141,0.11668022722005844,0.1575794517993927
2,0.8811138272285461,0.8792912364006042,0.07695545256137848,0.1458343118429184
3,0.902300238609314,0.86655592918396,0.06649249792098999,0.1351417452096939
4,0.9081113934516907,0.856589138507843,0.061350829899311066,0.12298867851495743
5,0.9147699475288391,0.8588039875030518,0.056417789310216904,0.11144628375768661
6,0.9180387258529663,0.8842746615409851,0.054198428988456726,0.09860128909349442
7,0.9253026843070984,0.8903654217720032,0.04981217905879021,0.08761383593082428
8,0.9248183965682983,0.9019933342933655,0.04904290288686752,0.07792441546916962
9,0.9290556907653809,0.9130675792694092,0.04757283255457878,0.0695352852344513
10,0.9314770102500916,0.9158360958099365,0.04597931355237961,0.06183734908699989
11,0.9328086972236633,0.920265793800354,0.04399219527840614,0.05539678409695625
12,0.9332929849624634,0.9208194613456726,0.04312123730778694,0.05499333143234253
13,0.9322034120559692,0.9258028864860535,0.04339022934436798,0.04962195083498955
14,0.9366828203201294,0.9246954321861267,0.040367599576711655,0.05192062631249428
15,0.9368038773536682,0.9274640083312988,0.04029431194067001,0.04975973814725876
16,0.9371670484542847,0.935215950012207,0.03987666592001915,0.04512558877468109
17,0.9426150321960449,0.9357696771621704,0.03833114355802536,0.04445543512701988
18,0.9395883679389954,0.9385381937026978,0.038118261843919754,0.043217744678258896
19,0.9424939751625061,0.9385381937026978,0.03730957582592964,0.04033677652478218
20,0.9461259245872498,0.9413067698478699,0.03616955876350403,0.03996119648218155
21,0.9443099498748779,0.9401993155479431,0.03586449846625328,0.045477792620658875
22,0.9411622285842896,0.9401993155479431,0.03657094016671181,0.04076528549194336
23,0.9469733834266663,0.9374307990074158,0.03432812914252281,0.04156243056058884
24,0.9484261274337769,0.9435216188430786,0.03436896577477455,0.043491147458553314
25,0.9497578740119934,0.9291251301765442,0.032799120992422104,0.04337901249527931
26,0.9468523263931274,0.9379844665527344,0.03361815959215164,0.04069390892982483
27,0.9460048675537109,0.9357696771621704,0.03315924108028412,0.041357219219207764
28,0.9504842758178711,0.9440752863883972,0.03309169039130211,0.04685408994555473
29,0.9503632187843323,0.9424141645431519,0.032028794288635254,0.05137140676379204
30,0.951694905757904,0.9318937063217163,0.03213558718562126,0.04392670840024948
31,0.9559321999549866,0.9385381937026978,0.02930038794875145,0.04927705228328705
32,0.9524213075637817,0.9368770718574524,0.029860777780413628,0.045942891389131546
