Model,Accuracy,Precision,Recall,F1,TP,TN,FP,FN,Training_Time,Epochs
sequential_1,0.8095238095238095,0.32666666666666666,0.6447368421052632,0.4336283185840708,98,990,202,54,0:14:57,50
